orderID,productID,unitPrice,quantity,discount,customerID,employeeID,orderDate,productName,categoryID,discontinued,categoryName,companyName,country,firstName,lastName,title,revenue
10267,76,14.4,15,0.15,FRANK,4,2024-07-29,Lakkalikööri,1,0,Beverages,Frankenversand,Germany,Margaret,Peacock,Sales Representative,183.6
10268,29,99.0,10,0.0,GROSR,8,2024-07-30,Thüringer Rostbratwurst,6,1,Meat/Poultry,GROSELLA-Restaurante,Venezuela,Laura,Callahan,Inside Sales Coordinator,990.0
10268,72,27.8,4,0.0,GROSR,8,2024-07-30,Mozzarella di Giovanni,4,0,Dairy Products,GROSELLA-Restaurante,Venezuela,Laura,Callahan,Inside Sales Coordinator,111.2
10269,33,2.0,60,0.05,WHITC,5,2024-07-31,Geitost,4,0,Dairy Products,White Clover Markets,USA,Steven,Buchanan,Sales Manager,114.0
10269,72,27.8,20,0.05,WHITC,5,2024-07-31,Mozzarella di Giovanni,4,0,Dairy Products,White Clover Markets,USA,Steven,Buchanan,Sales Manager,528.1999999999999
10270,36,15.2,30,0.0,WARTH,1,2024-08-01,Inlagd Sill,8,0,Seafood,Wartian Herkku,Finland,Nancy,Davolio,Sales Representative,456.0
10270,43,36.8,25,0.0,WARTH,1,2024-08-01,Ipoh Coffee,1,0,Beverages,Wartian Herkku,Finland,Nancy,Davolio,Sales Representative,919.9999999999999
10271,33,2.0,24,0.0,SPLIR,6,2024-08-01,Geitost,4,0,Dairy Products,Split Rail Beer & Ale,USA,Michael,Suyama,Sales Representative,48.0
10272,20,64.8,6,0.0,RATTC,6,2024-08-02,Sir Rodney's Marmalade,3,0,Confections,Rattlesnake Canyon Grocery,USA,Michael,Suyama,Sales Representative,388.79999999999995
10272,31,10.0,40,0.0,RATTC,6,2024-08-02,Gorgonzola Telino,4,0,Dairy Products,Rattlesnake Canyon Grocery,USA,Michael,Suyama,Sales Representative,400.0
10272,72,27.8,24,0.0,RATTC,6,2024-08-02,Mozzarella di Giovanni,4,0,Dairy Products,Rattlesnake Canyon Grocery,USA,Michael,Suyama,Sales Representative,667.2
10273,10,24.8,24,0.05,QUICK,3,2024-08-05,Ikura,8,0,Seafood,QUICK-Stop,Germany,Janet,Leverling,Sales Representative,565.44
10273,31,10.0,15,0.05,QUICK,3,2024-08-05,Gorgonzola Telino,4,0,Dairy Products,QUICK-Stop,Germany,Janet,Leverling,Sales Representative,142.5
10273,33,2.0,20,0.0,QUICK,3,2024-08-05,Geitost,4,0,Dairy Products,QUICK-Stop,Germany,Janet,Leverling,Sales Representative,40.0
10273,40,14.7,60,0.05,QUICK,3,2024-08-05,Boston Crab Meat,8,0,Seafood,QUICK-Stop,Germany,Janet,Leverling,Sales Representative,837.9
10273,76,14.4,33,0.05,QUICK,3,2024-08-05,Lakkalikööri,1,0,Beverages,QUICK-Stop,Germany,Janet,Leverling,Sales Representative,451.43999999999994
10274,71,17.2,20,0.0,VINET,6,2024-08-06,Flotemysost,4,0,Dairy Products,Vins et alcools Chevalier,France,Michael,Suyama,Sales Representative,344.0
10274,72,27.8,7,0.0,VINET,6,2024-08-06,Mozzarella di Giovanni,4,0,Dairy Products,Vins et alcools Chevalier,France,Michael,Suyama,Sales Representative,194.6
10275,24,3.6,12,0.05,MAGAA,1,2024-08-07,Guaraná Fantástica,1,1,Beverages,Magazzini Alimentari Riuniti,Italy,Nancy,Davolio,Sales Representative,41.04
10275,59,44.0,6,0.05,MAGAA,1,2024-08-07,Raclette Courdavault,4,0,Dairy Products,Magazzini Alimentari Riuniti,Italy,Nancy,Davolio,Sales Representative,250.79999999999998
10276,10,24.8,15,0.0,TORTU,8,2024-08-08,Ikura,8,0,Seafood,Tortuga Restaurante,Mexico,Laura,Callahan,Inside Sales Coordinator,372.0
10276,13,4.8,10,0.0,TORTU,8,2024-08-08,Konbu,8,0,Seafood,Tortuga Restaurante,Mexico,Laura,Callahan,Inside Sales Coordinator,48.0
10277,28,36.4,20,0.0,MORGK,2,2024-08-09,Rössle Sauerkraut,7,1,Produce,Morgenstern Gesundkost,Germany,Andrew,Fuller,Vice President Sales,728.0
10277,62,39.4,12,0.0,MORGK,2,2024-08-09,Tarte au sucre,3,0,Confections,Morgenstern Gesundkost,Germany,Andrew,Fuller,Vice President Sales,472.79999999999995
10278,44,15.5,16,0.0,BERGS,8,2024-08-12,Gula Malacca,2,0,Condiments,Berglunds snabbköp,Sweden,Laura,Callahan,Inside Sales Coordinator,248.0
10278,59,44.0,15,0.0,BERGS,8,2024-08-12,Raclette Courdavault,4,0,Dairy Products,Berglunds snabbköp,Sweden,Laura,Callahan,Inside Sales Coordinator,660.0
10278,63,35.1,8,0.0,BERGS,8,2024-08-12,Vegie-spread,2,0,Condiments,Berglunds snabbköp,Sweden,Laura,Callahan,Inside Sales Coordinator,280.8
10278,73,12.0,25,0.0,BERGS,8,2024-08-12,Röd Kaviar,8,0,Seafood,Berglunds snabbköp,Sweden,Laura,Callahan,Inside Sales Coordinator,300.0
10279,17,31.2,15,0.25,LEHMS,8,2024-08-13,Alice Mutton,6,1,Meat/Poultry,Lehmanns Marktstand,Germany,Laura,Callahan,Inside Sales Coordinator,351.0
10280,24,3.6,12,0.0,BERGS,2,2024-08-14,Guaraná Fantástica,1,1,Beverages,Berglunds snabbköp,Sweden,Andrew,Fuller,Vice President Sales,43.2
10280,55,19.2,20,0.0,BERGS,2,2024-08-14,Pâté chinois,6,0,Meat/Poultry,Berglunds snabbköp,Sweden,Andrew,Fuller,Vice President Sales,384.0
10280,75,6.2,30,0.0,BERGS,2,2024-08-14,Rhönbräu Klosterbier,1,0,Beverages,Berglunds snabbköp,Sweden,Andrew,Fuller,Vice President Sales,186.0
10281,19,7.3,1,0.0,ROMEY,4,2024-08-14,Teatime Chocolate Biscuits,3,0,Confections,Romero y tomillo,Spain,Margaret,Peacock,Sales Representative,7.3
10281,24,3.6,6,0.0,ROMEY,4,2024-08-14,Guaraná Fantástica,1,1,Beverages,Romero y tomillo,Spain,Margaret,Peacock,Sales Representative,21.6
10281,35,14.4,4,0.0,ROMEY,4,2024-08-14,Steeleye Stout,1,0,Beverages,Romero y tomillo,Spain,Margaret,Peacock,Sales Representative,57.6
10282,30,20.7,6,0.0,ROMEY,4,2024-08-15,Nord-Ost Matjeshering,8,0,Seafood,Romero y tomillo,Spain,Margaret,Peacock,Sales Representative,124.19999999999999
10282,57,15.6,2,0.0,ROMEY,4,2024-08-15,Ravioli Angelo,5,0,Grains/Cereals,Romero y tomillo,Spain,Margaret,Peacock,Sales Representative,31.2
10283,15,12.4,20,0.0,LILAS,3,2024-08-16,Genen Shouyu,2,0,Condiments,LILA-Supermercado,Venezuela,Janet,Leverling,Sales Representative,248.0
10283,19,7.3,18,0.0,LILAS,3,2024-08-16,Teatime Chocolate Biscuits,3,0,Confections,LILA-Supermercado,Venezuela,Janet,Leverling,Sales Representative,131.4
10283,60,27.2,35,0.0,LILAS,3,2024-08-16,Camembert Pierrot,4,0,Dairy Products,LILA-Supermercado,Venezuela,Janet,Leverling,Sales Representative,952.0
10283,72,27.8,3,0.0,LILAS,3,2024-08-16,Mozzarella di Giovanni,4,0,Dairy Products,LILA-Supermercado,Venezuela,Janet,Leverling,Sales Representative,83.4
10284,27,35.1,15,0.25,LEHMS,4,2024-08-19,Schoggi Schokolade,3,0,Confections,Lehmanns Marktstand,Germany,Margaret,Peacock,Sales Representative,394.875
10284,44,15.5,21,0.0,LEHMS,4,2024-08-19,Gula Malacca,2,0,Condiments,Lehmanns Marktstand,Germany,Margaret,Peacock,Sales Representative,325.5
10284,60,27.2,20,0.25,LEHMS,4,2024-08-19,Camembert Pierrot,4,0,Dairy Products,Lehmanns Marktstand,Germany,Margaret,Peacock,Sales Representative,408.0
10284,67,11.2,5,0.25,LEHMS,4,2024-08-19,Laughing Lumberjack Lager,1,0,Beverages,Lehmanns Marktstand,Germany,Margaret,Peacock,Sales Representative,42.0
10285,1,14.4,45,0.2,QUICK,1,2024-08-20,Chai,1,0,Beverages,QUICK-Stop,Germany,Nancy,Davolio,Sales Representative,518.4
10285,40,14.7,40,0.2,QUICK,1,2024-08-20,Boston Crab Meat,8,0,Seafood,QUICK-Stop,Germany,Nancy,Davolio,Sales Representative,470.40000000000003
10285,53,26.2,36,0.2,QUICK,1,2024-08-20,Perth Pasties,6,1,Meat/Poultry,QUICK-Stop,Germany,Nancy,Davolio,Sales Representative,754.56
10286,35,14.4,100,0.0,QUICK,8,2024-08-21,Steeleye Stout,1,0,Beverages,QUICK-Stop,Germany,Laura,Callahan,Inside Sales Coordinator,1440.0
10286,62,39.4,40,0.0,QUICK,8,2024-08-21,Tarte au sucre,3,0,Confections,QUICK-Stop,Germany,Laura,Callahan,Inside Sales Coordinator,1576.0
10287,16,13.9,40,0.15,RICAR,8,2024-08-22,Pavlova,3,0,Confections,Ricardo Adocicados,Brazil,Laura,Callahan,Inside Sales Coordinator,472.59999999999997
10287,34,11.2,20,0.0,RICAR,8,2024-08-22,Sasquatch Ale,1,0,Beverages,Ricardo Adocicados,Brazil,Laura,Callahan,Inside Sales Coordinator,224.0
10287,46,9.6,15,0.15,RICAR,8,2024-08-22,Spegesild,8,0,Seafood,Ricardo Adocicados,Brazil,Laura,Callahan,Inside Sales Coordinator,122.39999999999999
10288,54,5.9,10,0.1,REGGC,4,2024-08-23,Tourtière,6,0,Meat/Poultry,Reggiani Caseifici,Italy,Margaret,Peacock,Sales Representative,53.1
10288,68,10.0,3,0.1,REGGC,4,2024-08-23,Scottish Longbreads,3,0,Confections,Reggiani Caseifici,Italy,Margaret,Peacock,Sales Representative,27.0
10289,3,8.0,30,0.0,BSBEV,7,2024-08-26,Aniseed Syrup,2,0,Condiments,B's Beverages,UK,Robert,King,Sales Representative,240.0
10289,64,26.6,9,0.0,BSBEV,7,2024-08-26,Wimmers gute Semmelknödel,5,0,Grains/Cereals,B's Beverages,UK,Robert,King,Sales Representative,239.4
10290,5,17.0,20,0.0,COMMI,8,2024-08-27,Chef Anton's Gumbo Mix,2,1,Condiments,Comércio Mineiro,Brazil,Laura,Callahan,Inside Sales Coordinator,340.0
10290,29,99.0,15,0.0,COMMI,8,2024-08-27,Thüringer Rostbratwurst,6,1,Meat/Poultry,Comércio Mineiro,Brazil,Laura,Callahan,Inside Sales Coordinator,1485.0
10290,49,16.0,15,0.0,COMMI,8,2024-08-27,Maxilaku,3,0,Confections,Comércio Mineiro,Brazil,Laura,Callahan,Inside Sales Coordinator,240.0
10290,77,10.4,10,0.0,COMMI,8,2024-08-27,Original Frankfurter grüne Soße,2,0,Condiments,Comércio Mineiro,Brazil,Laura,Callahan,Inside Sales Coordinator,104.0
10291,13,4.8,20,0.1,QUEDE,6,2024-08-27,Konbu,8,0,Seafood,Que Delícia,Brazil,Michael,Suyama,Sales Representative,86.4
10291,44,15.5,24,0.1,QUEDE,6,2024-08-27,Gula Malacca,2,0,Condiments,Que Delícia,Brazil,Michael,Suyama,Sales Representative,334.8
10291,51,42.4,2,0.1,QUEDE,6,2024-08-27,Manjimup Dried Apples,7,0,Produce,Que Delícia,Brazil,Michael,Suyama,Sales Representative,76.32
10292,20,64.8,20,0.0,TRADH,1,2024-08-28,Sir Rodney's Marmalade,3,0,Confections,Tradição Hipermercados,Brazil,Nancy,Davolio,Sales Representative,1296.0
10293,18,50.0,12,0.0,TORTU,1,2024-08-29,Carnarvon Tigers,8,0,Seafood,Tortuga Restaurante,Mexico,Nancy,Davolio,Sales Representative,600.0
10293,24,3.6,10,0.0,TORTU,1,2024-08-29,Guaraná Fantástica,1,1,Beverages,Tortuga Restaurante,Mexico,Nancy,Davolio,Sales Representative,36.0
10293,63,35.1,5,0.0,TORTU,1,2024-08-29,Vegie-spread,2,0,Condiments,Tortuga Restaurante,Mexico,Nancy,Davolio,Sales Representative,175.5
10293,75,6.2,6,0.0,TORTU,1,2024-08-29,Rhönbräu Klosterbier,1,0,Beverages,Tortuga Restaurante,Mexico,Nancy,Davolio,Sales Representative,37.2
10294,1,14.4,18,0.0,RATTC,4,2024-08-30,Chai,1,0,Beverages,Rattlesnake Canyon Grocery,USA,Margaret,Peacock,Sales Representative,259.2
10294,17,31.2,15,0.0,RATTC,4,2024-08-30,Alice Mutton,6,1,Meat/Poultry,Rattlesnake Canyon Grocery,USA,Margaret,Peacock,Sales Representative,468.0
10294,43,36.8,15,0.0,RATTC,4,2024-08-30,Ipoh Coffee,1,0,Beverages,Rattlesnake Canyon Grocery,USA,Margaret,Peacock,Sales Representative,552.0
10294,60,27.2,21,0.0,RATTC,4,2024-08-30,Camembert Pierrot,4,0,Dairy Products,Rattlesnake Canyon Grocery,USA,Margaret,Peacock,Sales Representative,571.1999999999999
10294,75,6.2,6,0.0,RATTC,4,2024-08-30,Rhönbräu Klosterbier,1,0,Beverages,Rattlesnake Canyon Grocery,USA,Margaret,Peacock,Sales Representative,37.2
10295,56,30.4,4,0.0,VINET,2,2024-09-02,Gnocchi di nonna Alice,5,0,Grains/Cereals,Vins et alcools Chevalier,France,Andrew,Fuller,Vice President Sales,121.6
10296,11,16.8,12,0.0,LILAS,6,2024-09-03,Queso Cabrales,4,0,Dairy Products,LILA-Supermercado,Venezuela,Michael,Suyama,Sales Representative,201.60000000000002
10296,16,13.9,30,0.0,LILAS,6,2024-09-03,Pavlova,3,0,Confections,LILA-Supermercado,Venezuela,Michael,Suyama,Sales Representative,417.0
10296,69,28.8,15,0.0,LILAS,6,2024-09-03,Gudbrandsdalsost,4,0,Dairy Products,LILA-Supermercado,Venezuela,Michael,Suyama,Sales Representative,432.0
10297,39,14.4,60,0.0,BLONP,5,2024-09-04,Chartreuse verte,1,0,Beverages,Blondesddsl père et fils,France,Steven,Buchanan,Sales Manager,864.0
10297,72,27.8,20,0.0,BLONP,5,2024-09-04,Mozzarella di Giovanni,4,0,Dairy Products,Blondesddsl père et fils,France,Steven,Buchanan,Sales Manager,556.0
10298,2,15.2,40,0.0,HUNGO,6,2024-09-05,Chang,1,0,Beverages,Hungry Owl All-Night Grocers,Ireland,Michael,Suyama,Sales Representative,608.0
10298,36,15.2,40,0.25,HUNGO,6,2024-09-05,Inlagd Sill,8,0,Seafood,Hungry Owl All-Night Grocers,Ireland,Michael,Suyama,Sales Representative,456.0
10298,59,44.0,30,0.25,HUNGO,6,2024-09-05,Raclette Courdavault,4,0,Dairy Products,Hungry Owl All-Night Grocers,Ireland,Michael,Suyama,Sales Representative,990.0
10298,62,39.4,15,0.0,HUNGO,6,2024-09-05,Tarte au sucre,3,0,Confections,Hungry Owl All-Night Grocers,Ireland,Michael,Suyama,Sales Representative,591.0
10299,19,7.3,15,0.0,RICAR,4,2024-09-06,Teatime Chocolate Biscuits,3,0,Confections,Ricardo Adocicados,Brazil,Margaret,Peacock,Sales Representative,109.5
10299,70,12.0,20,0.0,RICAR,4,2024-09-06,Outback Lager,1,0,Beverages,Ricardo Adocicados,Brazil,Margaret,Peacock,Sales Representative,240.0
10300,66,13.6,30,0.0,MAGAA,2,2024-09-09,Louisiana Hot Spiced Okra,2,0,Condiments,Magazzini Alimentari Riuniti,Italy,Andrew,Fuller,Vice President Sales,408.0
10300,68,10.0,20,0.0,MAGAA,2,2024-09-09,Scottish Longbreads,3,0,Confections,Magazzini Alimentari Riuniti,Italy,Andrew,Fuller,Vice President Sales,200.0
10301,40,14.7,10,0.0,WANDK,8,2024-09-09,Boston Crab Meat,8,0,Seafood,Die Wandernde Kuh,Germany,Laura,Callahan,Inside Sales Coordinator,147.0
10301,56,30.4,20,0.0,WANDK,8,2024-09-09,Gnocchi di nonna Alice,5,0,Grains/Cereals,Die Wandernde Kuh,Germany,Laura,Callahan,Inside Sales Coordinator,608.0
10302,17,31.2,40,0.0,SUPRD,4,2024-09-10,Alice Mutton,6,1,Meat/Poultry,Suprêmes délices,Belgium,Margaret,Peacock,Sales Representative,1248.0
10302,28,36.4,28,0.0,SUPRD,4,2024-09-10,Rössle Sauerkraut,7,1,Produce,Suprêmes délices,Belgium,Margaret,Peacock,Sales Representative,1019.1999999999999
10302,43,36.8,12,0.0,SUPRD,4,2024-09-10,Ipoh Coffee,1,0,Beverages,Suprêmes délices,Belgium,Margaret,Peacock,Sales Representative,441.59999999999997
10303,40,14.7,40,0.1,GODOS,7,2024-09-11,Boston Crab Meat,8,0,Seafood,Godos Cocina Típica,Spain,Robert,King,Sales Representative,529.2
10303,65,16.8,30,0.1,GODOS,7,2024-09-11,Louisiana Fiery Hot Pepper Sauce,2,0,Condiments,Godos Cocina Típica,Spain,Robert,King,Sales Representative,453.6
10303,68,10.0,15,0.1,GODOS,7,2024-09-11,Scottish Longbreads,3,0,Confections,Godos Cocina Típica,Spain,Robert,King,Sales Representative,135.0
10304,49,16.0,30,0.0,TORTU,1,2024-09-12,Maxilaku,3,0,Confections,Tortuga Restaurante,Mexico,Nancy,Davolio,Sales Representative,480.0
10304,59,44.0,10,0.0,TORTU,1,2024-09-12,Raclette Courdavault,4,0,Dairy Products,Tortuga Restaurante,Mexico,Nancy,Davolio,Sales Representative,440.0
10304,71,17.2,2,0.0,TORTU,1,2024-09-12,Flotemysost,4,0,Dairy Products,Tortuga Restaurante,Mexico,Nancy,Davolio,Sales Representative,34.4
10305,18,50.0,25,0.1,OLDWO,8,2024-09-13,Carnarvon Tigers,8,0,Seafood,Old World Delicatessen,USA,Laura,Callahan,Inside Sales Coordinator,1125.0
10305,29,99.0,25,0.1,OLDWO,8,2024-09-13,Thüringer Rostbratwurst,6,1,Meat/Poultry,Old World Delicatessen,USA,Laura,Callahan,Inside Sales Coordinator,2227.5
10305,39,14.4,30,0.1,OLDWO,8,2024-09-13,Chartreuse verte,1,0,Beverages,Old World Delicatessen,USA,Laura,Callahan,Inside Sales Coordinator,388.8
10306,30,20.7,10,0.0,ROMEY,1,2024-09-16,Nord-Ost Matjeshering,8,0,Seafood,Romero y tomillo,Spain,Nancy,Davolio,Sales Representative,207.0
10306,53,26.2,10,0.0,ROMEY,1,2024-09-16,Perth Pasties,6,1,Meat/Poultry,Romero y tomillo,Spain,Nancy,Davolio,Sales Representative,262.0
10306,54,5.9,5,0.0,ROMEY,1,2024-09-16,Tourtière,6,0,Meat/Poultry,Romero y tomillo,Spain,Nancy,Davolio,Sales Representative,29.5
10307,62,39.4,10,0.0,LONEP,2,2024-09-17,Tarte au sucre,3,0,Confections,Lonesome Pine Restaurant,USA,Andrew,Fuller,Vice President Sales,394.0
